UUN,Age,Region,Gender,Nationality,Programme,Year,Status,Route,Year 1 Courses,Year 2 Courses,Year 3 Courses
S2560065,26,Malta,Female,Malta,PTMSCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2615695,33,England,Female,United Kingdom,PTMSCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2571925,31,BANGLADESH,Male,Bangladesh,PTMSCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2215863,31,NIGERIA,Female,Nigeria,PTMSCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2465063,34,Philippines,Male,Philippines,PTMSCDSHSC1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','HEIN11047 Data security and protection in health and social care','HEIN11040 Data visualisation: knowledge transfer','HEIN11037 Introduction to data science in health and social care','PUHR11064 Statistical Modelling for Epidemiology'",'HEIN11057 Research design in data science for health and social care',
S2464475,31,Austria,Female,"Spain (includes Ceuta, Melilla)",PTMSCDSHSC1P,1,Fully matriculated,,"'PUHR11063 Data Analysis for Epidemiology','HEIN11040 Data visualisation: knowledge transfer','HEIN11037 Introduction to data science in health and social care','HEIN11039 Introduction to statistics in health and social care','PUHR11064 Statistical Modelling for Epidemiology','HEIN11050 Working with data types and structures in Python and R'",'HEIN11057 Research design in data science for health and social care',
S2596420,27,Indonesia,Female,Indonesia,PTMSCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2272613,37,Scotland,Male,Egypt,PTMSCDSHSC1P,2,Fully matriculated,,"'HEIN11040 Data visualisation: knowledge transfer','HEIN11043 Digital technologies in health and social care','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','HEIN11039 Introduction to statistics in health and social care','HEIN11042 Managing and leading data-driven innovation','HEIN11050 Working with data types and structures in Python and R'",'INFD11005 Introductory Applied Machine Learning',
S2453320,32,Nigeria,Female,Nigeria,PTMSCDSHSC1P,1,Fully matriculated,,"'PUHR11063 Data Analysis for Epidemiology','HEIN11040 Data visualisation: knowledge transfer','HEIN11037 Introduction to data science in health and social care','HEIN11039 Introduction to statistics in health and social care','HEIN11050 Working with data types and structures in Python and R'",'HEIN11057 Research design in data science for health and social care',
S2465490,36,England,Female,United Kingdom,PTMSCDSHSC1P,1,Fully matriculated,,"'PUHR11063 Data Analysis for Epidemiology','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','HEIN11039 Introduction to statistics in health and social care','HEIN11050 Working with data types and structures in Python and R'",'HEIN11057 Research design in data science for health and social care',
S2617321,41,EGYPT,Male,Egypt,PTMSCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2272025,29,England,Male,United Kingdom,PTMSCDSHSC1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','HEIN11042 Managing and leading data-driven innovation','HEIN11050 Working with data types and structures in Python and R'","'HEIN11062 Applied Software Development in Health and Social Care','HEIN11055 Big data analytics','HEIN11059 Data Ethics in Health and Social Care','HEIN11044 Data standards and core technologies in health and social care','HEIN11048 Introduction to databases and information systems','HEIN11057 Research design in data science for health and social care'",
S2465636,33,Scotland,Female,China,PTMSCDSHSC1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','HEIN11043 Digital technologies in health and social care','PUHR11067 Intermediate Epidemiology','HEIN11037 Introduction to data science in health and social care','PUHR11064 Statistical Modelling for Epidemiology'",'HEIN11057 Research design in data science for health and social care',
S2462806,33,,Female,China,PTMSCDSHSC1P,1,Fully matriculated,,"'CMSE11515 Innovation-driven Entrepreneurship-Data Science, Technology and Innovation'",'HEIN11057 Research design in data science for health and social care',
S2269553,44,England,Female,United Kingdom,PTMSCDSHSC1P,2,Fully matriculated,,"'PUHR11063 Data Analysis for Epidemiology','PUHR11103 Data analysis with R','HEIN11040 Data visualisation: knowledge transfer','HEIN11043 Digital technologies in health and social care','HEIN11037 Introduction to data science in health and social care','HEIN11039 Introduction to statistics in health and social care','HEIN11050 Working with data types and structures in Python and R'","'HEIN11055 Big data analytics','HEIN11043 Digital technologies in health and social care','HEIN11048 Introduction to databases and information systems','HEIN11057 Research design in data science for health and social care','HEIN11046 User-driven service design in health and social care'",
S2465755,23,England,Female,United Kingdom,PTMSCDSHSC1P,1,Fully matriculated,,"'HEIN11059 Data Ethics in Health and Social Care','PUHR11103 Data analysis with R','HEIN11040 Data visualisation: knowledge transfer','HEIN11043 Digital technologies in health and social care','HEIN11037 Introduction to data science in health and social care'",'HEIN11057 Research design in data science for health and social care',
S2601996,26,INDIA,Female,India,PTMSCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2615929,30,ITALY,Male,"Italy (includes Sardinia, Sicily)",PTMSCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2599805,29,KENYA,Female,Kenya,PTMSCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2462546,32,Germany,Male,China,PTMSCDSHSC1P,1,Fully matriculated,,"'PUHR11063 Data Analysis for Epidemiology','HEIN11040 Data visualisation: knowledge transfer','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','HEIN11039 Introduction to statistics in health and social care'",'HEIN11057 Research design in data science for health and social care',
S2604713,45,Japan,Female,Japan,PTMSCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2458105,31,South Africa,Male,Zimbabwe,PTMSCDSHSC1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','HEIN11043 Digital technologies in health and social care','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','HEIN11050 Working with data types and structures in Python and R'",'HEIN11057 Research design in data science for health and social care',
S2271660,46,Germany,Female,Germany,PTMSCDSHSC1P,2,Fully matriculated,,"'PUHR11063 Data Analysis for Epidemiology','HEIN11047 Data security and protection in health and social care','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','HEIN11039 Introduction to statistics in health and social care','HEIN11042 Managing and leading data-driven innovation','HEIN11050 Working with data types and structures in Python and R'","'HEIN11055 Big data analytics','HEIN11059 Data Ethics in Health and Social Care','HEIN11044 Data standards and core technologies in health and social care','HEIN11056 Implementation science: putting evidence-based interventions into practice','HEIN11048 Introduction to databases and information systems','HEIN11057 Research design in data science for health and social care','HEIN11046 User-driven service design in health and social care'",
S1890318,39,Congo,Male,Liberia,PTMSCDSHSC1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','PUHR11064 Statistical Modelling for Epidemiology','HEIN11050 Working with data types and structures in Python and R'",'INFD11017 Software Development',
S2465273,45,England,Female,United Kingdom,PTMSCDSHSC1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','HEIN11040 Data visualisation: knowledge transfer','HEIN11043 Digital technologies in health and social care','HEIN11037 Introduction to data science in health and social care','PUHR11064 Statistical Modelling for Epidemiology'",'HEIN11057 Research design in data science for health and social care',
S2608480,26,England,Female,South Africa,PTMSCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2597894,28,Scotland,Female,China,PTMSCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2272326,31,China,Female,China,PTMSCDSHSC1P,1,Interrupted OTHER REASON,,"'HEIN11047 Data security and protection in health and social care','HEIN11040 Data visualisation: knowledge transfer','HEIN11037 Introduction to data science in health and social care','HEIN11039 Introduction to statistics in health and social care','HEIN11050 Working with data types and structures in Python and R'",'HEIN11057 Research design in data science for health and social care',
S2618393,42,Netherlands,Female,Ireland,PTPGCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S0675937,34,Scotland,Male,United Kingdom,PTPGCDSHSC1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','HEIN11043 Digital technologies in health and social care','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','HEIN11050 Working with data types and structures in Python and R'",,
S2597257,28,Nigeria,Male,Nigeria,PTPGCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2465508,44,United Arab Emirates,Female,Pakistan,PTPGCDSHSC1P,1,Fully matriculated,,"'HEIN11047 Data security and protection in health and social care','HEIN11040 Data visualisation: knowledge transfer','HEIN11037 Introduction to data science in health and social care','HEIN11039 Introduction to statistics in health and social care','HEIN11050 Working with data types and structures in Python and R'",,
S2612644,31,Nigeria,Male,Nigeria,PTPGCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2269540,47,Scotland,Male,"Italy (includes Sardinia, Sicily)",PTPGCDSHSC1P,,Interrupted ASSUMED COMPLETED AND RESULT ASSUMED PENDING,,"'HEIN11043 Digital technologies in health and social care','PUHR11067 Intermediate Epidemiology','HEIN11037 Introduction to data science in health and social care','HEIN11039 Introduction to statistics in health and social care','PUHR11064 Statistical Modelling for Epidemiology'",,
S2463745,26,Scotland,Female,United Kingdom,PTPGCDSHSC1P,1,Fully matriculated,,"'HEIN11047 Data security and protection in health and social care','PUHR11067 Intermediate Epidemiology','HEIN11037 Introduction to data science in health and social care','HEIN11039 Introduction to statistics in health and social care','HEIN11050 Working with data types and structures in Python and R'",,
S2268807,28,India,Female,India,PTPGCDSHSC1P,,Interrupted ASSUMED COMPLETED AND RESULT ASSUMED PENDING,,"'PUHR11103 Data analysis with R','HEIN11040 Data visualisation: knowledge transfer','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care'",,
S1029855,55,Nigeria,Male,Nigeria,PTPGCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2462639,47,UNITED STATES,Female,United States,PTPGCDSHSC1P,1,Fully matriculated,,"'PUHR11063 Data Analysis for Epidemiology','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','HEIN11039 Introduction to statistics in health and social care','PUHR11064 Statistical Modelling for Epidemiology'",,
S2616091,28,WALES,Male,United Kingdom,PTPGCDSHSC1P,1,New entrant not yet matriculated,,'HEIN11037 Introduction to data science in health and social care',,
S2311306,29,Ireland,Female,Ireland,PTPGCDSHSC1P,1,Fully matriculated,,"'HEIN11059 Data Ethics in Health and Social Care','HEIN11040 Data visualisation: knowledge transfer','HEIN11043 Digital technologies in health and social care','HEIN11037 Introduction to data science in health and social care','HEIN11050 Working with data types and structures in Python and R'",,
S2464768,26,England,Female,British National (Overseas),PTPGCDSHSC1P,1,Fully matriculated,,"'PUHR11063 Data Analysis for Epidemiology','PUHR11067 Intermediate Epidemiology','HEIN11037 Introduction to data science in health and social care','HEIN11039 Introduction to statistics in health and social care','PUHR11064 Statistical Modelling for Epidemiology'",,
S2273249,32,,Male,"Korea (South) [Korea, Republic of]",PTPGCDSHSC1P,,Interrupted ASSUMED COMPLETED AND RESULT ASSUMED PENDING,,"'PUHR11103 Data analysis with R','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','HEIN11042 Managing and leading data-driven innovation'",,
S2465870,33,Scotland,Male,United Kingdom,PTPGDDSHSC1P,1,Fully matriculated,,"'HEIN11043 Digital technologies in health and social care','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','HEIN11039 Introduction to statistics in health and social care','HEIN11050 Working with data types and structures in Python and R'",'HEIN11057 Research design in data science for health and social care',
S2610534,24,ENGLAND,Female,Poland,PTPGDDSHSC1P,1,Cancelled - failed to commence programme,,,,
S2439535,47,United Arab Emirates,Male,India,PTPGDDSHSC1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','HEIN11043 Digital technologies in health and social care','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','HEIN11050 Working with data types and structures in Python and R'",'HEIN11057 Research design in data science for health and social care',
S0346675,38,England,Male,United Kingdom,PTPGDDSHSC1P,1,Fully matriculated,,"'PUHR11063 Data Analysis for Epidemiology','PUHR11067 Intermediate Epidemiology','HEIN11037 Introduction to data science in health and social care','HEIN11039 Introduction to statistics in health and social care','PUHR11064 Statistical Modelling for Epidemiology'",'HEIN11057 Research design in data science for health and social care',
S2147779,19,Scotland,Male,United Kingdom,UTBMEEPIDE1F,,Continuing student not yet matriculated INTERCALATING,,'MBCH08013 Whole body health 1','MBCH09021 Whole Body Health 2','EIBM10001 Epidemiology Project'
S2464113,21,Scotland,Male,China,UTBMEEPIDE1F,1,Interrupted INTERCALATING,,"'EIBM10002 Critical Literature Review','EIBM10001 Epidemiology Project'",,
S2145627,20,Scotland,Male,United Kingdom,UTBMEEPIDE1F,,Continuing student not yet matriculated INTERCALATING,,'MBCH08013 Whole body health 1','MBCH09021 Whole Body Health 2','EIBM10001 Epidemiology Project'
S2019016,21,Scotland,Female,United Kingdom,UTBMEEPIDE1F,,Continuing student not yet matriculated INTERCALATING,,'MBCH08013 Whole body health 1','MBCH09021 Whole Body Health 2','EIBM10001 Epidemiology Project'
S2438482,32,Cameroon,Male,Cameroon,PTMSCEPDEM1P,1,New entrant not yet matriculated,,,,
S1687056,29,Nigeria,Female,Nigeria,PTMSCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2560216,24,Ghana,Male,Ghana,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2608615,25,RWANDA,Male,Rwanda,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2617463,27,GHANA,Male,Ghana,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2269072,30,England,Female,United Kingdom,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11112 Advanced Epidemiology','PUHR11113 Infectious Disease Epidemiology','PUHR11117 Introduction to Genetic and Molecular Epidemiology','GLHE11065 Noncommunicable Disease in a Global Context','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2087881,31,Germany,Male,Jordan,PTMSCEPDEM1P,,Interrupted PERSONAL REASONS (INCLUDING DROPPED OUT),,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2613311,48,NIGERIA,Male,Nigeria,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2600219,39,BANGLADESH,Female,Bangladesh,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2619286,36,Costa Rica,Male,Costa Rica,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2272885,38,,Female,"Korea (South) [Korea, Republic of]",PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11117 Introduction to Genetic and Molecular Epidemiology','HEIN11048 Introduction to databases and information systems','HEIN11042 Managing and leading data-driven innovation','GLHE11065 Noncommunicable Disease in a Global Context','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2464468,34,India,Female,India,PTMSCEPDEM1P,1,Cancelled - failed to commence programme,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2456212,25,Isle of Man,Male,United Kingdom,PTMSCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2605786,26,RWANDA,Male,Rwanda,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2260933,24,Scotland,Male,United Kingdom,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11116 Advanced Statistics','HEIN11055 Big data analytics','HEIN11047 Data security and protection in health and social care','PUHR11113 Infectious Disease Epidemiology','HEIN11045 Introduction to software development in health and social care','HEIN11042 Managing and leading data-driven innovation','PUHR11118 Research Design for Epidemiology'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2618636,40,SWITZERLAND,Female,Germany,PTMSCEPDEM1P,1,New entrant not yet matriculated,,,,
S2445003,28,BANGLADESH,Male,Bangladesh,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2272988,58,India,Female,India,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'HEIN11040 Data visualisation: knowledge transfer','PUHR11113 Infectious Disease Epidemiology','PUHR11066 Introduction to Environmental and Occupational Epidemiology','GLHE11065 Noncommunicable Disease in a Global Context','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2541903,32,KENYA,Female,Kenya,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2441712,38,Ghana,Male,Ghana,PTMSCEPDEM1P,,Interrupted FINANCIAL REASONS (OTHER THAN IN DEBT),,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2465565,29,Scotland,Female,Hungary,PTMSCEPDEM1P,1,Fully matriculated,,,,
S2589784,41,Canada,Female,Sri Lanka,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2446382,41,Nigeria,Female,Nigeria,PTMSCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2264818,34,Australia,Female,Burma [Myanmar],PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11112 Advanced Epidemiology','PUHR11116 Advanced Statistics','HEIN11055 Big data analytics','HEIN11047 Data security and protection in health and social care','PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2464265,25,England,Female,Ireland,PTMSCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2268385,48,China,Male,United Kingdom,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11112 Advanced Epidemiology','PUHR11116 Advanced Statistics','PUHR11113 Infectious Disease Epidemiology','PUHR11117 Introduction to Genetic and Molecular Epidemiology','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2590016,44,ZIMBABWE,Female,Zimbabwe,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2273276,32,Canada,Female,Canada,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11116 Advanced Statistics','HEIN11055 Big data analytics','PUHR11113 Infectious Disease Epidemiology','PUHR11088 Qualitative interviewing and data analysis for public health','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2617713,28,Scotland,Male,United Kingdom,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S1102982,30,Scotland,Female,United Kingdom,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11112 Advanced Epidemiology','PUHR11116 Advanced Statistics','PUHR11113 Infectious Disease Epidemiology','PUHR11058 Introduction to Health Promotion','HEIN11042 Managing and leading data-driven innovation','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2607575,27,"Tanzania, United Republic of",Female,"Tanzania [Tanzania, United Republic of]",PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2444101,24,Uganda,Female,Uganda,PTMSCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2614962,25,ENGLAND,Female,Uganda,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2604937,28,PAKISTAN,Female,Pakistan,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S1009864,31,Ireland,Female,Ireland,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11112 Advanced Epidemiology','PUHR11116 Advanced Statistics','PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology','PUHR11065 Societies, Reproduction and Health','PUHR11069 Systematic Reviews'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2597021,25,Kenya,Female,Kenya,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2325881,28,Northern Ireland,Female,Ireland,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2269513,37,Nigeria,Male,Nigeria,PTMSCEPDEM1P,1,Fully matriculated,,,,
S1791513,35,Gabon,Female,Nigeria,PTMSCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2455446,29,Vietnam (Viet Nam),Female,Vietnam [Viet Nam],PTMSCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2613902,32,BURMA,Female,Burma [Myanmar],PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
